@relation  employee_promotion
@attribute region{region_7,region_22,region_19,region_23,region_26,region_2,region_20,region_34,region_1,region_4,region_29,region_31,region_15,region_14,region_11,region_5,region_28,region_17,region_13,region_16,region_25,region_10,region_27,region_30,region_12,region_21,region_8,region_32,region_6,region_33,region_24,region_3,region_9,region_18}
@attribute education{Mastersabove,Bachelors,BelowSecondary}
@attribute gender{f,m}
@attribute recruitment_channel{sourcing,other,referred}
@attribute no_of_trainings integer[1,10]
@attribute age integer[20,60]
@attribute previous_year_rating integer[1,5]
@attribute length_of_service integer[1,37]
@attribute KPIs_met{T,F}
@attribute awards_won{F,T}
@attribute avg_training_score integer[39,99]
@attribute Class{F,T}
@inputs region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score
@outputs Class
@data
region_15, Bachelors, m, other, 1, 34, 3, 6, T, F, 81, F
region_11, Bachelors, m, other, 3, 33, 3, 3, T, F, 84, F
region_22, Mastersabove, m, other, 2, 30, 1, 4, F, F, 80, F
region_22, Bachelors, m, other, 2, 27, 5, 2, T, F, 89, F
region_22, ?, m, sourcing, 1, 29, 4, 5, F, F, 84, F
region_2, Bachelors, m, sourcing, 2, 35, 4, 9, F, F, 87, F
region_2, Mastersabove, m, sourcing, 2, 50, 4, 16, F, F, 88, F
region_30, Bachelors, m, sourcing, 1, 32, 4, 4, T, F, 84, F
region_27, Bachelors, m, sourcing, 2, 33, 3, 5, T, F, 88, F
region_2, Mastersabove, f, other, 2, 36, 4, 5, F, F, 85, F
region_2, Mastersabove, m, other, 3, 36, 3, 4, F, F, 84, F
region_13, Mastersabove, m, other, 2, 33, 5, 6, T, F, 84, F
region_13, Mastersabove, m, sourcing, 4, 37, 3, 7, F, F, 86, F
region_32, Mastersabove, m, sourcing, 1, 30, 1, 3, F, F, 86, F
region_27, Bachelors, m, other, 2, 31, 1, 4, F, F, 88, F
region_2, Mastersabove, m, other, 2, 39, 3, 3, F, F, 82, F
region_2, Bachelors, m, sourcing, 2, 34, 5, 8, T, F, 84, F
region_22, Bachelors, m, other, 1, 30, ?, 1, F, F, 79, F
region_28, Mastersabove, m, other, 1, 39, 5, 2, T, F, 81, F
region_26, Mastersabove, m, other, 1, 34, 5, 8, T, F, 81, F
region_22, Bachelors, m, other, 1, 30, ?, 1, F, F, 87, F
region_22, Bachelors, m, sourcing, 1, 32, 4, 4, F, F, 88, F
region_2, Bachelors, m, sourcing, 2, 24, ?, 1, T, F, 85, F
region_22, Bachelors, m, other, 2, 25, 4, 3, F, F, 82, F
region_4, Mastersabove, f, other, 2, 35, 3, 2, T, F, 81, F
region_27, Mastersabove, m, sourcing, 1, 33, 5, 4, F, F, 88, T
region_26, Bachelors, m, other, 1, 33, 5, 6, T, F, 83, T
region_22, Bachelors, m, sourcing, 2, 30, 4, 2, T, F, 85, T
region_22, Bachelors, m, other, 3, 29, 3, 3, F, F, 83, T
region_26, Bachelors, m, other, 2, 36, 5, 3, T, F, 79, T
region_22, Bachelors, m, other, 2, 26, 4, 2, T, F, 87, T
region_9, Bachelors, m, sourcing, 1, 31, 3, 5, T, F, 82, T
