@relation  employee_promotion
@attribute region{region_7,region_22,region_19,region_23,region_26,region_2,region_20,region_34,region_1,region_4,region_29,region_31,region_15,region_14,region_11,region_5,region_28,region_17,region_13,region_16,region_25,region_10,region_27,region_30,region_12,region_21,region_8,region_32,region_6,region_33,region_24,region_3,region_9,region_18}
@attribute education{Mastersabove,Bachelors,BelowSecondary}
@attribute gender{f,m}
@attribute recruitment_channel{sourcing,other,referred}
@attribute no_of_trainings integer[1,10]
@attribute age integer[20,60]
@attribute previous_year_rating integer[1,5]
@attribute length_of_service integer[1,37]
@attribute KPIs_met{T,F}
@attribute awards_won{F,T}
@attribute avg_training_score integer[39,99]
@attribute Class{F,T}
@inputs region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score
@outputs Class
@data
region_24, Mastersabove, m, other, 1, 30, 1, 2, F, F, 85, F
region_22, Mastersabove, m, sourcing, 1, 34, 4, 4, F, F, 92, F
region_2, ?, m, sourcing, 1, 25, ?, 1, F, F, 87, F
region_2, ?, m, sourcing, 1, 27, 3, 3, F, F, 85, F
region_22, Bachelors, m, sourcing, 1, 29, ?, 1, T, F, 81, F
region_22, Mastersabove, m, other, 1, 32, 5, 4, T, F, 86, T
region_2, Bachelors, f, other, 1, 34, 3, 9, F, F, 86, T
region_22, Mastersabove, m, sourcing, 1, 28, ?, 1, T, F, 85, T
region_7, Bachelors, m, sourcing, 1, 29, 5, 5, T, T, 86, T
region_26, Bachelors, m, sourcing, 2, 40, 3, 2, T, T, 84, T
region_22, Bachelors, m, sourcing, 4, 28, ?, 1, T, F, 94, T
region_2, Mastersabove, f, other, 1, 33, ?, 1, F, F, 87, T
